ICAO.Code,IATA.Code,Airport.Name,City,Country,Latitude,Longitude
DGLW,N/A,WA,WA,GHANA,10.082,-2.507
DGLY,N/A,N/A,YENDI,GHANA,0,0
DGSB,N/A,N/A,SEFWI-BEKWAI,GHANA,0,0
DGSN,NYI,SUNYANI,SUNYANI,GHANA,7.362,-2.329
DGSW,N/A,N/A,WENCHI,CHINA,0,0
DGTK,TKD,TAKORADI,TAKORADI,GHANA,4.893,-1.775
DGTX,N/A,N/A,AXIM,GHANA,0,0
DIAD,N/A,N/A,ADIAKE,IVORY COAST,0,0
DIAE,N/A,N/A,AGBOVILLE,IVORY COAST,0,0
DIAO,N/A,N/A,ABOISSO,IVORY COAST,0,0
DIAP,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,IVORY COAST,5.26,-3.926
DIAU,OGO,N/A,ABENGOUROU,IVORY COAST,0,0
DIBC,N/A,N/A,BOCANDA,IVORY COAST,0,0
DIBI,BXI,N/A,BOUNDIALI,IVORY COAST,0,0
DIBK,BYK,BOUAKE,BOUAKE,IVORY COAST,7.739,-5.074
DIBN,BQO,N/A,BUONA,IVORY COAST,0,0
DIBU,BDK,N/A,BONDOUKOU,IVORY COAST,0,0
DIDB,N/A,N/A,DABOU,IVORY COAST,0,0
DIDK,DIM,N/A,DIMBOKRO,IVORY COAST,0,0
DIDL,DJO,DALOA,DALOA,IVORY COAST,6.792,-6.473
DIDV,N/A,N/A,DIVO,IVORY COAST,0,0
DIFK,N/A,N/A,FERKESSEDOUGOU,IVORY COAST,0,0
DIGA,GGN,N/A,GAGNOA,IVORY COAST,0,0
DIGL,GGO,N/A,GUIGLO,IVORY COAST,0,0
DIGN,BBV,N/A,GRAND BEREBY,IVORY COAST,0,0
DIKO,HGO,KORHOGO,KORHOGO,IVORY COAST,9.387,-5.556
DIMN,MJC,MAN,MAN,IVORY COAST,7.272,-7.587
DIOD,KEO,N/A,ODIENNE,IVORY COAST,0,0
DIOF,OFI,N/A,OUANGO FITINI,IVORY COAST,0,0
DIPG,N/A,N/A,PORT GAUTHIER,IVORY COAST,0,0
DISG,SEO,N/A,SEGUELA,IVORY COAST,0,0
DISP,SPY,SAN PEDRO,SAN PEDRO,IVORY COAST,4.747,-6.661
DISS,ZSS,N/A,SASSANDRA,IVORY COAST,0,0
DITB,TXU,N/A,TABOU,IVORY COAST,0,0
DITM,TOZ,N/A,TOUBA,IVORY COAST,0,0
DIYO,ASK,YAMOUSSOUKRO,YAMOUSSOUKRO,IVORY COAST,6.903,-5.366
DNAA,ABV,ABUJA NNAMDI AZIKIWE INTERNATIONAL,ABUJA,NIGERIA,9.007,7.263
DNAK,AKR,AKURE,AKURE,NIGERIA,7.247,5.301
DNBE,BNI,BENIN,BENIN,NIGERIA,6.317,5.599
DNBI,N/A,N/A,BIDA,NIGERIA,0,0
DNCA,CBQ,CALABAR,CALABAR,NIGERIA,4.976,8.347
DNEN,ENU,ENUGU,ENUGU,NIGERIA,6.474,7.562
DNGU,QUS,GUSAU,GUSAU,NIGERIA,12.172,6.696
DNIB,IBA,IBADAN,IBADAN,NIGERIA,7.362,3.978
DNIL,ILR,ILORIN,ILORIN,NIGERIA,8.44,4.494
DNJO,JOS,JOS,JOS,NIGERIA,9.64,8.869
DNKA,KAD,KADUNA,KADUNA,NIGERIA,10.696,7.32
DNKN,KAN,KANO MALLAM AMINU INTERNATIONAL,KANO,NIGERIA,12.047,8.524
DNMA,MIU,MAIDUGURI,MAIDUGURI,NIGERIA,11.855,13.081
DNMK,MDI,MAKURDI,MAKURDI,NIGERIA,7.704,8.614
DNMM,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321
DNMN,MXJ,MINNA NEW,MINNA,NIGERIA,9.652,6.462
DNOS,N/A,N/A,OSHOGBO,NIGERIA,0,0
DNPO,PHC,PORT HARCOURT INTERNATIONAL,PORT HARTCOURT,NIGERIA,5.015,6.949
DNSO,SKO,SADIQ ABUBAKAR III INTERNATIONAL,SOKOTO,NIGERIA,12.916,5.207
DNYO,YOL,YOLA,YOLA,NIGERIA,9.26,12.43
DNZA,ZAR,ZARIA,ZARIA,NIGERIA,11.13,7.686
DRRA,N/A,N/A,TESSAOUA,NIGER,0,0
DRRC,N/A,N/A,DOGONDOUTCHI,NIGER,0,0
DRRD,N/A,N/A,DOSSO,NIGER,0,0
DRRE,N/A,N/A,TERA,NIGER,0,0
DRRG,N/A,N/A,GAYA,NIGER,0,0
DRRI,N/A,N/A,BILMA,NIGER,0,0
DRRL,N/A,N/A,TILABERY,NIGER,0,0
DRRM,MFG,MARADI,MARADI,NIGER,13.502,7.127
DRRN,NIM,DIORI HAMANI,NIAMEY,NIGER,13.481,2.184
DRRP,N/A,N/A,LA TAPOA,NIGER,0,0
DRRT,THZ,TAHOUA,TAHOUA,NIGER,14.876,5.265
DRRU,N/A,N/A,OUALLAM,NIGER,0,0
DRZA,AJY,MANU DAYAK,AGADEZ,NIGER,16.965,7.997
DRZD,N/A,DIRKOU,DIRKOU,NIGER,18.969,12.869
DRZF,N/A,DIFFA,DIFFA,NIGER,13.373,12.627
DRZG,N/A,N/A,GOURE,NIGER,0,0
DRZI,N/A,N/A,IFEROUANE,NIGER,0,0
DRZL,N/A,N/A,ARLIT,NIGER,0,0
DRZM,N/A,N/A,MAINE-SOROA,NIGER,0,0
DRZN,N/A,N/A,N'GUIGMI,NIGER,0,0
DRZR,ZND,ZINDER,ZINDER,NIGER,13.779,8.984
DRZT,N/A,TANOUT,TANOUT,NIGER,14.999,8.767
DSGI,KMS,N/A,KUMASI,GHANA,0,0
DTMB,MIR,HABIB BOURGUIBA INTERNATIONAL,MONASTIR,TUNISIA,35.758,10.755
DTTA,TUN,CARTHAGE,TUNIS,TUNISIA,36.851,10.227
DTTB,N/A,SIDI AHMED AIR BASE,BIZERTE,TUNISIA,37.245,9.791
DTTD,N/A,REMADA,REMADA,TUNISIA,32.306,10.382
DTTF,GAF,GAFSA,GAFSA,TUNISIA,34.422,8.822
DTTG,GAE,GABES,GABES,TUNISIA,33.877,10.103
DTTI,N/A,BORDJ EL AMRI,BORDJ EL AMRI,TUNISIA,36.721,9.943
DTTJ,DJE,ZARZIS,DJERBA,TUNISIA,33.875,10.775
DTTK,N/A,N/A,KAIROUAN,TUNISIA,0,0
DTTL,N/A,N/A,KELIBIA,TUNISIA,0,0
DTTN,N/A,N/A,JENDOUBA,TUNISIA,0,0
DTTR,EBM,EL BORMA,EL BORMA,TUNISIA,31.704,9.254
DTTX,SFA,THYNA,SFAX,TUNISIA,34.718,10.691
DTTZ,TOE,NEFTA,TOZEUR,TUNISIA,33.94,8.111
DXAK,N/A,N/A,ATAKPAME,TOGO,0,0
DXBS,N/A,N/A,BASSARI,TOGO,0,0
DXDP,N/A,N/A,DAPANGO,TOGO,0,0
DXHO,N/A,N/A,HAHOTOE,TOGO,0,0
DXKP,N/A,N/A,ANIE,TOGO,0,0
DXMG,N/A,N/A,SANSANNE MANGO,TOGO,0,0
DXNG,LRL,NIAMTOUGOU,NIATOUGOU,TOGO,9.767,1.091
DXSK,N/A,N/A,SOKODE,TOGO,0,0
DXTA,N/A,N/A,TABLIGBO,TOGO,0,0
DXXX,LFW,LOME TOKOIN,LOME,TOGO,6.166,1.254
EBAM,N/A,N/A,AMOUGIES,BELGIUM,0,0
EBAW,ANR,DEURNE,ANTWERP,BELGIUM,51.19,4.463
EBBE,N/A,BEAUVECHAIN,BEAUVECHAIN,BELGIUM,50.759,4.768
EBBL,N/A,KLEINE BROGEL,KLEINE BROGEL,BELGIUM,51.168,5.471
EBBR,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499
EBBT,N/A,BRAASCHAAT,BRASSCHAAT,BELGIUM,51.333,4.5
EBBX,N/A,BERTRIX JEHONVILLE,BERTRIX,BELGIUM,49.887,5.229
EBCI,CRL,BRUSSELS SOUTH,CHARLEROI,BELGIUM,50.459,4.454
EBCV,N/A,CHIEVRES AB,CHIEVRES,BELGIUM,50.576,3.831
EBFN,N/A,KOKSIJDE,KOKSIJDE,BELGIUM,51.09,2.653
EBFS,N/A,FLORENNES,FLORENNES,BELGIUM,50.244,4.649
EBGB,N/A,N/A,BRUSSELS,BELGIUM,0,0
EBGL,N/A,N/A,GLONS,BELGIUM,0,0
EBHN,N/A,N/A,HOEVENEN,BELGIUM,0,0
EBKH,N/A,N/A,BALEN,BELGIUM,0,0
EBKT,QKT,WEVELGEM,KORTRIJK-VEVELGEM,BELGIUM,50.818,3.208
EBLB,N/A,N/A,ELSENBORN,BELGIUM,0,0
EBLG,LGG,LIEGE,LIEGE,BELGIUM,50.637,5.443
EBMB,N/A,N/A,MELSBROEK,BELGIUM,0,0
EBMO,N/A,N/A,MOORSELE,BELGIUM,0,0
EBMT,N/A,N/A,MUNTE,BELGIUM,0,0
EBNM,N/A,N/A,NAMUR-SUARLEE,BELGIUM,0,0
EBOS,OST,OOSTENDE,OSTEND,BELGIUM,51.199,2.862
EBSH,N/A,N/A,ST.-HUBERT,BELGIUM,0,0
EBSL,N/A,ZUTENDAAL,ZUTENDAAL,BELGIUM,50.948,5.592
EBSP,N/A,N/A,SPA,BELGIUM,0,0
EBST,N/A,ST TRUIDEN,SINT-TRUIDEN,BELGIUM,50.788,5.193
EBSU,N/A,N/A,ST.-HUBERT,BELGIUM,0,0
EBSZ,N/A,N/A,SEMMERZAKE,BELGIUM,0,0
EBTN,N/A,N/A,GOETSENHOVE,BELGIUM,0,0
EBTX,N/A,N/A,THEUX-VERVIERS,BELGIUM,0,0
EBTY,N/A,N/A,TOURNAY,BELGIUM,0,0
EBUL,N/A,URSEL,URSEL,BELGIUM,51.144,3.474
EBWE,N/A,WEELDE,WEELDE,BELGIUM,51.395,4.961
EBZH,N/A,N/A,HASSELT,BELGIUM,0,0
EBZR,N/A,ZOERSEL,ZOERSEL,BELGIUM,51.266,4.755
EBZW,N/A,N/A,GENK,BELGIUM,0,0
EDAB,BBJ,BAUTZEN,BAUTZEN,GERMANY,51.193,14.52
EDAC,AOC,ALTENBURG NOBITZ,ALTENBURG,GERMANY,50.982,12.506
EDAD,N/A,DESSAU,DESSAU,GERMANY,51.832,12.186
EDAE,N/A,EISENHUTTENSTADT,EISENHUETTENSTADT,GERMANY,52.197,14.586
EDAF,N/A,N/A,FRANKFURT,GERMANY,0,0
EDAG,N/A,N/A,GROSSRUECKERSWALDE,GERMANY,0,0
EDAH,N/A,HERINGSDORF,HERINGSDORF,GERMANY,53.879,14.152
EDAJ,N/A,N/A,GERA,GERMANY,0,0
EDAK,N/A,GROSSENHAIN,SUHL,GERMANY,51.308,13.555
EDAL,N/A,N/A,FUERSTWALDE,GERMANY,0,0
EDAM,N/A,MERSEBURG,MUEHLHAUSEN,GERMANY,51.363,11.941
EDAN,N/A,N/A,NEUSTADT,GERMANY,0,0
EDAO,N/A,N/A,NORDHAUSEN,GERMANY,0,0
EDAP,N/A,N/A,NEUHAUSEN,GERMANY,0,0
EDAQ,N/A,HALLE OPPIN,HALLE,GERMANY,51.552,12.053
EDAR,N/A,N/A,PIRNA,GERMANY,0,0
EDAT,N/A,N/A,NARDT,GERMANY,0,0
EDAU,N/A,RIESA GOHLIS,RIESA,GERMANY,51.294,13.359
EDAW,N/A,N/A,ROITZSCHJORA,GERMANY,0,0
EDAX,N/A,RECHLIN LARZ,RECHLIN-LAERZ,GERMANY,53.306,12.753
EDAY,N/A,STRAUSBERG,STRAUSBERG,GERMANY,52.58,13.916
EDAZ,N/A,SCHONHAGEN,SCHOENHAGEN,GERMANY,52.203,13.159
EDBA,N/A,N/A,ALKERSLEBEN,GERMANY,0,0
EDBB,N/A,N/A,BERLIN ACC/FIC,GERMANY,0,0
EDBC,N/A,COCHSTEDT SCHNEIDLINGEN,COCHSTEDT,GERMANY,51.856,11.418
EDBD,N/A,N/A,DEDELOW,GERMANY,0,0
EDBF,N/A,N/A,FEHRBELLIN,GERMANY,0,0
EDBG,GWW,GOLDSBORO WAYNE MUNI,GOTHA OST,GERMANY,35.461,-77.965
EDBH,N/A,BARTH,BARTH,GERMANY,54.338,12.71
EDBI,N/A,N/A,ZWICKAU,GERMANY,0,0
EDBJ,N/A,JENA SCHONGLEINA,JENA,GERMANY,50.917,11.714
EDBK,N/A,KYRITZ,KYRITZ,GERMANY,52.919,12.425
EDBL,N/A,N/A,BAD LANGENSALZA,GERMANY,0,0
EDBM,N/A,MAGDEBURG,MAGDEBURG,GERMANY,52.074,11.626
EDBN,N/A,BRANDIS WALDPOLENZ,NEUBRANDENBURG,GERMANY,51.328,12.657
EDBO,N/A,N/A,OEHNA,GERMANY,0,0
EDBP,N/A,N/A,SCHWERIN,GERMANY,0,0
EDBR,N/A,ROTHENBURG GORLITZ,ROTHENBURG/OL,GERMANY,51.364,14.952
EDBS,N/A,N/A,SOEMMERDA,GERMANY,0,0
EDBX,N/A,N/A,GOERLITZ,GERMANY,0,0
EDCA,N/A,ANKLAM,ANKLAM,GERMANY,53.833,13.669
EDCB,N/A,N/A,BALLENSTEDT,GERMANY,0,0
EDCD,N/A,COTTBUS DREWITZ,COTTBUS,GERMANY,51.889,14.532
EDCE,N/A,N/A,EGGERSDORF,GERMANY,0,0
EDCF,N/A,N/A,FRIEDERSDORF,GERMANY,0,0
EDCG,N/A,N/A,GUETTIN,GERMANY,0,0
EDCI,N/A,N/A,KLIX,GERMANY,0,0
EDCJ,N/A,N/A,CHEMNITZ,GERMANY,0,0
EDCK,N/A,KOTHEN,KOETHEN,GERMANY,51.721,11.962
EDCM,N/A,KAMENZ,KAMENZ,GERMANY,51.296,14.129
EDCN,N/A,N/A,NAUEN,GERMANY,0,0
EDCQ,N/A,N/A,ASCHERSLEBEN,GERMANY,0,0
EDCR,N/A,N/A,RERIK,GERMANY,0,0
EDCS,N/A,N/A,SAARMUND,GERMANY,0,0
EDCU,N/A,N/A,GUESTROW,GERMANY,0,0
EDCV,N/A,N/A,PASEWALK,GERMANY,0,0
EDCW,N/A,N/A,WISMAR,GERMANY,0,0
EDCX,N/A,N/A,PURKSHOF,GERMANY,0,0
EDDB,SXF,SCHONEFELD,BERLIN,GERMANY,52.38,13.523
EDDC,DRS,DRESDEN,DRESDEN,GERMANY,51.133,13.767
EDDD,N/A,N/A,FRANKFURT,GERMANY,0,0
EDDE,ERF,ERFURT,ERFURT,GERMANY,50.98,10.958
EDDF,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543
EDDG,FMO,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,52.134,7.685
EDDH,HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988
EDDI,THF,TEMPELHOF,BERLIN,GERMANY,52.473,13.404
EDDK,CGN,KOLN BONN,COLOGNE,GERMANY,50.866,7.143
EDDL,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767
EDDM,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786
EDDN,NUE,NURNBERG,NUERNBERG,GERMANY,49.499,11.078
EDDP,LEJ,LEIPZIG HALLE,LEIPZIG,GERMANY,51.424,12.236
EDDR,SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,49.214,7.109
EDDS,STR,STUTTGART,STUTTGART,GERMANY,48.69,9.222
EDDT,TXL,TEGEL,BERLIN,GERMANY,52.559,13.287
EDDV,HAJ,HANNOVER,HANNOVER,GERMANY,52.461,9.685
EDDW,BRE,BREMEN,BREMEN,GERMANY,53.047,8.787
EDDZ,N/A,N/A,FRANKFURT,GERMANY,0,0
EDEH,N/A,N/A,HERRENTEICH,GERMANY,0,0
EDEL,N/A,N/A,LANGENLONSHEIM,GERMANY,0,0
EDEM,N/A,N/A,MOSENBERG,GERMANY,0,0
EDEN,N/A,N/A,NIEDERSTETEN,GERMANY,0,0
EDEW,N/A,N/A,WALLDUERN,GERMANY,0,0
EDFA,N/A,N/A,ANSPACH,GERMANY,0,0
EDFB,N/A,N/A,REICHELSHEIM,GERMANY,0,0
EDFC,N/A,N/A,ASCHAFFENBURG,GERMANY,0,0
EDFD,N/A,N/A,BAD NEUSTADT,GERMANY,0,0
EDFE,N/A,EGELSBACH,EGELSBACH,GERMANY,49.961,8.644
EDFF,N/A,N/A,FRANKFURT ACC/FIC,GERMANY,0,0
EDFG,N/A,N/A,GELNHAUSEN,GERMANY,0,0
EDFH,HHN,FRANKFURT HAHN,HAHN,GERMANY,49.95,7.264
EDFI,N/A,N/A,HIRZENHAIN,GERMANY,0,0
EDFJ,N/A,N/A,LAGER HAMMELBURG,GERMANY,0,0
EDFK,N/A,N/A,BAD KISSINGEN,GERMANY,0,0
EDFL,N/A,N/A,GIESSEN,GERMANY,0,0
EDFM,MHG,MANNHEIM CITY,MANNHEIM,GERMANY,49.473,8.514
EDFN,N/A,N/A,MARBURG,GERMANY,0,0
EDFO,N/A,N/A,MICHELSTADT,GERMANY,0,0
EDFP,N/A,N/A,OBER-MOERLEN,GERMANY,0,0
EDFQ,N/A,ALLENDORF EDER,ALLENDORF,GERMANY,51.035,8.679
EDFR,N/A,N/A,ROTHENBURG O.D.T.,GERMANY,0,0
EDFS,N/A,N/A,SCHWEINFURT,GERMANY,0,0
EDFT,N/A,N/A,LAUTERBACH,GERMANY,0,0
EDFU,N/A,N/A,MAINBULLAU,GERMANY,0,0
EDFV,N/A,WORMS,WORMS,GERMANY,49.606,8.368
EDFW,N/A,N/A,WUERZBURG,GERMANY,0,0
EDFX,N/A,N/A,HOCKENHEIM,GERMANY,0,0
EDFY,N/A,N/A,ELZ,GERMANY,0,0
EDFZ,N/A,MAINZ FINTHEN,MAINZ,GERMANY,49.969,8.147
EDGA,N/A,N/A,AILERTCHEN,GERMANY,0,0
EDGB,N/A,N/A,BREITSCHEID,GERMANY,0,0
EDGE,N/A,EISENACH KINDEL,EISENACH,GERMANY,50.993,10.473
EDGF,N/A,N/A,FULDA,GERMANY,0,0
EDGH,N/A,N/A,HETTSTADT,GERMANY,0,0
EDGI,N/A,N/A,INGELFINGEN,GERMANY,0,0
EDGJ,N/A,N/A,OCHSENFURT,GERMANY,0,0
EDGK,N/A,N/A,KORBACH,GERMANY,0,0
EDGL,N/A,N/A,LUDWIGSHAFEN,GERMANY,0,0
EDGM,N/A,N/A,MOOSBACH,GERMANY,0,0
EDGN,N/A,N/A,NORDENBECK,GERMANY,0,0
EDGO,N/A,N/A,OEDHEIM,GERMANY,0,0
EDGP,N/A,N/A,OPPENHEIM,GERMANY,0,0
EDGQ,N/A,N/A,SCHAMEDER,GERMANY,0,0
EDGR,N/A,N/A,GIESSEN,GERMANY,0,0
EDGS,N/A,SIEGERLAND,SIEGERLAND,GERMANY,50.708,8.082
EDGT,N/A,N/A,BOTTENHORN,GERMANY,0,0
EDGU,N/A,N/A,UNTERSCHUEPF,GERMANY,0,0
EDGW,N/A,N/A,WOLFHAGEN,GERMANY,0,0
EDGX,N/A,N/A,WALLDORF,GERMANY,0,0
EDGZ,N/A,N/A,WEINHEIM/BERGSTRASSE,GERMANY,0,0
EDHB,N/A,N/A,GRUBE,GERMANY,0,0
EDHC,N/A,N/A,LUECHOW,GERMANY,0,0
EDHE,N/A,N/A,UETERSEN,GERMANY,0,0
EDHI,XFW,HAMBURG FINKENWERDER,HAMBURG,GERMANY,53.535,9.835
EDHJ,N/A,N/A,ITZEHOE,GERMANY,0,0
EDHK,KEL,KIEL HOLTENAU,KIEL,GERMANY,54.379,10.145
EDHL,LBC,LUBECK BLANKENSEE,LUEBECK,GERMANY,53.805,10.719
EDHM,N/A,N/A,HARTENHOLM,GERMANY,0,0
EDHN,N/A,N/A,NEUMUENSTER,GERMANY,0,0
EDHO,N/A,N/A,AHRENLOHE,GERMANY,0,0
EDHS,N/A,N/A,STADE,GERMANY,0,0
EDHU,N/A,N/A,LAUENBRUECK,GERMANY,0,0
EDHW,N/A,N/A,WAHLSTEDT,GERMANY,0,0
EDHX,N/A,N/A,BAD BRAMSTEDT,GERMANY,0,0
EDII,N/A,N/A,AUGSBURG,GERMANY,0,0
EDKA,AAH,AACHEN MERZBRUCK,AACHEN,GERMANY,50.823,6.187
EDKB,N/A,N/A,BONN,GERMANY,0,0
EDKD,N/A,N/A,ALTENA,GERMANY,0,0
EDKF,N/A,N/A,BERGNEUSTADT,GERMANY,0,0
EDKH,N/A,N/A,HUENSBORN,GERMANY,0,0
EDKI,N/A,N/A,BETZDORF,GERMANY,0,0
EDKL,N/A,N/A,LEVERKUSEN,GERMANY,0,0
EDKM,N/A,N/A,MESCHEDE,GERMANY,0,0
EDKN,N/A,N/A,WIPPERFUERTH,GERMANY,0,0
EDKO,N/A,N/A,BRILON,GERMANY,0,0
EDKP,N/A,N/A,PLETTENBERG,GERMANY,0,0
EDKR,N/A,N/A,SCHMALLENBERG,GERMANY,0,0
EDKU,N/A,N/A,ATTENDORN,GERMANY,0,0
EDKV,N/A,DAHLEMER BINZ,DAHLEMER BINZ,GERMANY,50.406,6.528
EDKW,N/A,N/A,WERDOHL,GERMANY,0,0
EDKZ,N/A,MEINERZHAGEN,MEINERZHAGEN,GERMANY,51.099,7.602
EDLA,ZCA,ARNSBERG MENDEN,ARNSBERG,GERMANY,51.483,7.899
EDLB,N/A,N/A,BORKENBERGE,GERMANY,0,0
EDLC,N/A,KAMP LINTFORT,KAMP,GERMANY,51.53,6.537
EDLD,N/A,N/A,DINSLAKEN,GERMANY,0,0
EDLE,ESS,ESSEN MULHEIM,ESSEN,GERMANY,51.401,6.936
EDLF,N/A,N/A,GREFRATH,GERMANY,0,0
EDLH,N/A,N/A,HAMM,GERMANY,0,0
EDLI,N/A,N/A,BIELEFELD,GERMANY,0,0
EDLK,N/A,N/A,KREFELD,GERMANY,0,0
EDLL,N/A,N/A,DUESSELDORF ACC/FIC,GERMANY,0,0
EDLM,N/A,N/A,MARL,GERMANY,0,0
EDLN,MGL,MONCHENGLADBACH,MOENCHENGLADBACH,GERMANY,51.23,6.504
EDLO,N/A,N/A,OERLINGHAUSEN,GERMANY,0,0
EDLP,PAD,PADERBORN LIPPSTADT,PADERBORN,GERMANY,51.614,8.616
EDLR,N/A,N/A,PADERBORN,GERMANY,0,0
EDLS,N/A,STADTLOHN VREDEN,STADTLOHN,GERMANY,51.996,6.84
EDLT,N/A,N/A,MUENSTER,GERMANY,0,0
EDLW,DTM,DORTMUND,DORTMUND,GERMANY,51.518,7.612
EDLX,N/A,N/A,WESEL,GERMANY,0,0
EDLY,N/A,N/A,BORKEN,GERMANY,0,0
EDLZ,N/A,N/A,SOEST,GERMANY,0,0
EDMA,AGB,AUGSBURG,AUGSBURG,GERMANY,48.425,10.932
EDMB,N/A,BIBERACH AN DER RISS,BIBERACH,GERMANY,48.111,9.763
EDMC,N/A,N/A,BLAUBEUREN,GERMANY,0,0
EDMD,N/A,N/A,DACHAU,GERMANY,0,0
EDME,N/A,EGGENFELDEN,EGGENFELDEN,GERMANY,48.396,12.724
EDMF,N/A,N/A,FUERSTENZELL,GERMANY,0,0
EDMG,N/A,N/A,GUENZBURG,GERMANY,0,0
EDMH,N/A,N/A,GUNZENHAUSEN,GERMANY,0,0
EDMI,N/A,N/A,ILLERTISSEN,GERMANY,0,0
EDMJ,N/A,N/A,JESENWANG,GERMANY,0,0
EDMK,N/A,N/A,KEMPTEN,GERMANY,0,0
EDML,N/A,N/A,LANDSHUT,GERMANY,0,0
EDMM,N/A,N/A,MUENCHEN ACC/FIC,GERMANY,0,0
EDMN,N/A,N/A,MINDELHEIM,GERMANY,0,0
EDMO,OBF,OBERPFAFFENHOFEN,OBERPFAFFENHOFEN,GERMANY,48.081,11.283
EDMP,N/A,N/A,VILSBIBURG,GERMANY,0,0
EDMQ,N/A,N/A,DONAUWOERTH,GERMANY,0,0
EDMR,N/A,N/A,MUENCHEN,GERMANY,0,0
EDMS,N/A,STRAUBING,STRAUBING,GERMANY,48.901,12.518
EDMT,N/A,N/A,TANNHEIM,GERMANY,0,0
EDMV,N/A,VILSHOFEN,VILSHOFEN,GERMANY,48.636,13.195
EDMW,N/A,N/A,DEGGENDORF,GERMANY,0,0
EDMX,N/A,N/A,OBERSCHLEISSHEIM,GERMANY,0,0
EDMY,N/A,N/A,MUEHLDORF,GERMANY,0,0
EDNA,N/A,N/A,AMPFING,GERMANY,0,0
EDNB,N/A,N/A,ARNBRUCK,GERMANY,0,0
EDNC,N/A,N/A,BEILINGRIES,GERMANY,0,0
EDND,N/A,N/A,DINKELSBUEHL,GERMANY,0,0
EDNE,N/A,N/A,ERBACH,GERMANY,0,0
EDNG,N/A,N/A,GIENGEN,GERMANY,0,0
EDNH,N/A,N/A,BAD WOERISHOFEN,GERMANY,0,0
EDNJ,N/A,N/A,NEUBURG,GERMANY,0,0
EDNK,N/A,N/A,KIRCHDORF/INN,GERMANY,0,0
EDNL,N/A,LEUTKIRCH UNTERZEIL,LEUTKIRCH,GERMANY,47.859,10.014
EDNM,N/A,N/A,NITTENAU,GERMANY,0,0
EDNO,N/A,N/A,NOERDLINGEN,GERMANY,0,0
EDNP,N/A,N/A,PFARRKIRCHEN,GERMANY,0,0
EDNQ,N/A,N/A,BOPFINGEN,GERMANY,0,0
EDNR,N/A,N/A,REGENSBURG,GERMANY,0,0
EDNS,N/A,N/A,SCHWABMUENCHEN,GERMANY,0,0
EDNT,N/A,N/A,TREUCHTLINGEN,GERMANY,0,0
EDNU,N/A,N/A,THANNHAUSEN,GERMANY,0,0
EDNV,N/A,N/A,VOGTAREUTH,GERMANY,0,0
EDNW,N/A,N/A,WEISSENHORN,GERMANY,0,0
EDNY,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511
EDOA,N/A,N/A,AUERBACH,GERMANY,0,0
EDOB,N/A,N/A,BAD BERKA,GERMANY,0,0
EDOC,N/A,N/A,GARDELEGEN,GERMANY,0,0
EDOD,N/A,N/A,REINSDORF,GERMANY,0,0
EDOE,N/A,N/A,BOHLEN,GERMANY,0,0
EDOG,N/A,N/A,GRANSEE,GERMANY,0,0
EDOI,N/A,N/A,BIENENFARM,GERMANY,0,0
EDOJ,N/A,N/A,LUESSE,GERMANY,0,0
EDOK,N/A,N/A,RUOLFSTADT,GERMANY,0,0
EDOL,N/A,N/A,OSCHERSLEBEN,GERMANY,0,0
EDOP,SZW,SCHWERIN PARCHIM,PARCHIM,GERMANY,53.427,11.783
EDOQ,N/A,N/A,OSCHATZ,GERMANY,0,0
EDOR,N/A,N/A,ROSTOCK,GERMANY,0,0
EDOS,N/A,N/A,PENEWITZ,GERMANY,0,0
EDOT,N/A,N/A,GREIZ,GERMANY,0,0
EDOV,N/A,STENDAL BORSTEL,STENDAL,GERMANY,52.629,11.82
EDOW,N/A,N/A,WAREN,GERMANY,0,0
EDOZ,N/A,N/A,SCHOENBECK,GERMANY,0,0
EDPA,N/A,AALEN HEIDENHEIM ELCHINGEN,AALEN-HEIDENHEIM,GERMANY,48.778,10.264
EDPB,N/A,N/A,BAD DITZENBACH,GERMANY,0,0
EDPD,N/A,N/A,DINGOLFING,GERMANY,0,0
EDPE,N/A,N/A,EICHSTAETT,GERMANY,0,0
EDPF,N/A,N/A,SCHWANDORF,GERMANY,0,0
EDPG,N/A,N/A,GRIESAU,GERMANY,0,0
EDPH,N/A,N/A,SCHWABACH,GERMANY,0,0
EDPI,N/A,N/A,INGOLSTADT,GERMANY,0,0
EDPJ,N/A,N/A,LAICHINGEN,GERMANY,0,0
EDPK,N/A,N/A,MOOSBURG,GERMANY,0,0
EDPM,N/A,N/A,DONZDORF,GERMANY,0,0
EDPN,N/A,N/A,NEUBIBERG,GERMANY,0,0
EDPO,N/A,N/A,NEUMARKT,GERMANY,0,0
